,Review_title,Review_text,Ratings
326,Awesome,Just Go for it❤️,5
327,Mind-blowing purchase,"Value for money at this price range.
1) fast fingerprint.
2) camera very low quality.
3) prosesor super fast.",5
328,Just wow!,"It is good I bought this laptop at 35000 in offer so I can suggest you this laptop for students, office work not for very high level gaming example GTA 5, asphalt 9, you can also edit video but video length only 5 minutes",5
329,Wonderful,Best laptop,5
330,Wonderful,Better than I have expected very fast.,5
331,Great product,Value for money,5
332,Good,Nice,3
333,Really Nice,This laptop performance is very good but camera quality is vey low. Overall good i am satisfied this product,4
334,Nice product,Wow thnks flipcart,4
335,Super!,one of my best purchase from flipkart,5
336,Good,Nice looking,3
337,Just wow!,"First impressions are awesome ! Will update the review after some usage !

Edit : Review update after a week.

Well laptop is blazingly fast ! i3 11th processor rocks. SSD also makes it quick. Webcam is not that bad. I have seen worse. And I don't know why people are complaining about its display. I didn't find any problems with it so far. On the contrast, I actually liked the display. It is HD and is quite clear.

Now about battery backup -
So if you are using it without wifi. Then it will ...
READ MORE",5
338,Good,This is a good laptop for normal usage only one downside is its display. In description they mentioned it's IPS level display but it's TN panel which sometimes irritates . In low light it's keyboard get dark and and keys are not visible as it is in white colour but you can fix it by ordering black keyboard cover. Overall worth for 31k.,3
339,Highly recommended,Fabulous,5
340,Delightful,"Product is sold under the name Vivo Book 15 it meets the requirements of High end Category Laptop.Opertions are extremely fast,boot timing is 4 seconds.The Camera quality is very bad, Battery back up is low.It comes with 04 Gb Ram and if u want u can mount 8 Gb more.
Overall I am giving the product 4 Star",4
341,Brilliant,Fingerprint sensor available and 1 year free macfee antivirus software included,5
342,Wonderful,I liked the laptop at this price range.,5
343,Brilliant,Awesome product by Asus just love it but till now not update it into windows 11 after doing that i will write a review. Thanks flipkart,5
344,Useless product,Screen flickering after window 11 update.,1
345,Delightful,It doesn't have a sd card reader,4
346,Overall okay but display quality is not good,Display quality is not good or we can say poor rest is okay,3
347,Perfect product!,Super laptop at this price,5
348,Nice product,Value for money product,4
349,Delightful,"Every thing is good in this price range except display.
And there should be a empty slot for ram extension.",4
350,Don't waste your money,Worst Product Shipping Package,1
351,Super!,Product good Ms office key is Missing,5
352,Good quality product,Only good,4
353,Wonderful,Very nice laptop it's very fast,4
354,Classy product,Nice,5
355,Terrific purchase,Good product and good service,5
356,Just wow!,"I use this laptop for 1 month.
It is greate deal",5
357,Waste of money!,Worth product ... finger print not working and now they not accept replacement,1
358,Hated it!,poor,1
359,Terrific purchase,Awesome laptop,5
360,Fabulous!,Awasome product,5
361,Good,Ok 👌 Not Very good,3
362,Mind-blowing purchase,Best hai,5
363,Nice product,Nice,4
364,Classy product,Goods,5
365,Worth the money,"All ok for now but there is not card reader in laptop and camera quality is very very poor
Fingerprint available",4
366,Excellent : Value for money,Value for money. Now my partner of my business.....we both work together. Thank you Flipkart and ASUS. God Bless.,5
367,Unsatisfactory,Battery is very poor ..i dont neend this,1
368,Good quality product,Good product...I liked it,4
369,Just wow!,Osm laptop on this price,5
370,Does the job,"Value for money, support with additional slot for ram, good laptop.",3
371,Mind-blowing purchase,This is too good product,5
372,Fair,Good,3
373,Delightful,Good,4
374,Perfect product!,Value for money,5
375,Very Good,"only battery backup not so good, but overall very good laptop at this price.",4
376,Pretty good,Go for it,4
377,Nice product,"Got some issues in BIOS setup. Showed some power issues but, then i went to service center and they resolved the problem now it's working well . Too good for personal, educational and day to day life usage. Customer services are pretty good . Go for it",4
378,Great product,it lokks good feels premium and as far as its price it gives decent proformance too,5
379,Mind-blowing purchase,worth for each and every rupee spent,5
380,Good quality product,"Battery backup wasn't good, around 3 hours",4
381,Brilliant,very good product,5
382,Excellent,Nice product.thanks Flipkart....,5
383,Must buy!,Good And Speed,5
384,Hated it!,bad product not turn on laptop..,1
385,Not recommended at all,Very poor quality,1
386,Good choice,Very Good Laptop.,4
387,Could be way better,"does not work, worst product",2
388,Good quality product,Laptop is good for this range .,4
389,Terrific purchase,Satisfied....At this Priice Range ✌️,5
390,Terrific purchase,Awesome product good design processor is very nice just upgrade to 4GB to 8GB thank you this budget very very very ...,5
391,Wonderful,Amazing laptop at this price. Ssd harddrive coupled with 11th get i3 and 4gb ram is more than sufficient for day today work. Not for gamers. Looks sturdy and gives 4 hour backup.,4
392,Perfect product!,Overall good one.,5
393,Wonderful,Got it in Diwali. Everything is good except for camera and battery,4
394,Excellent,Nice product in the range good processing speed,5
395,Great product,Best laptop for multi tasking,5
396,Fabulous!,Great..,5
397,Fabulous!,value for money,5
398,Awesome,Just Go for it❤️,5
399,Mind-blowing purchase,"Value for money at this price range.
1) fast fingerprint.
2) camera very low quality.
3) prosesor super fast.",5
400,Just wow!,"It is good I bought this laptop at 35000 in offer so I can suggest you this laptop for students, office work not for very high level gaming example GTA 5, asphalt 9, you can also edit video but video length only 5 minutes",5
401,Wonderful,Best laptop,5
402,Wonderful,Better than I have expected very fast.,5
403,Great product,Value for money,5
404,Good,Nice,3
405,Really Nice,This laptop performance is very good but camera quality is vey low. Overall good i am satisfied this product,4
406,Nice product,Wow thnks flipcart,4
407,Super!,one of my best purchase from flipkart,5
408,Must buy!,Good looking & good performance,5
409,Classy product,"Great laptop for the price, i add 8gb ram (gekill ripjaws 3200mhz, density- RX8) and for those who were wondering what the density of the ram already present in the laptop is, its RX8 which is great . Once uprageded to 16 gb the laptop cab run almost all games at max settings at or above 60fps except some very demanding games like rdr2 and cyberpunk where u can get playable fps (45-50) with high +medium +ultra mix settings.

I got 60 fps plus in max settings in forza horizon 4, witcher 3 and...
READ MORE",5
410,Best Gaming Laptop at 75k!!!! BUT beware of EKART!,"This Laptop is one of the best budget-friendly gaming laptop that is currently available. The looks are just awesome and feel premium by touch (The RGB just kills it!!), the display is ok, could have been better but at this price, I am not complaining. In terms of performance, I will list some games and the avg FPS I was getting with their respective settings. Now, there are two things that I want to clear:
a) No webcam. you don't get an external or inbuilt webcam with this laptop, This lapt...
READ MORE",5
411,Really Nice,"Best laptop in this price range..! 🔥
BUT PLEASE CHECK LAPTOP CAREFULLY WHILE YOU DELIVERED, I HAVE GOT AN FAN ISSUE WITH MY LAPTOP AND I REPLACED IT,VERY GOOD RESPONSE BY FLIPKART ❤️

Performance : 10/10
Display : 8/10
Battery : 7/10
Thermals : 9/10
Value for money : 10/10
Ryzen 7 4800h is very powerful 🔥
Rtx 3050 gives good performance with 95w TGP
Display is good 144HZ
Thermals doesn't reach above 90°,85 to 90 average
Battery is average,but its not a big issue",4
412,Worth every penny,"I AM POSTING THIS REVIEW AFTER 15 DAYS OF USE

HIGHLY RECOMMENDED

Best In class with this price
Don't think too much if you want premium build, ultimate performance,suberb 4zone rgb,good cooling then go for it. performance is insane. I like this laptop at this price which is 71k(with card discounts) at big billion day sale.
I played gta 5 valorant forza horizon game was buttery smooth
If you do lots of multitasking laptop is capable for that
I am highly satisfied with overall package",5
